;Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Unnamed: 7
12376;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0223.png;9;Small_fish;642;462;716;532;
12471;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0223.png;11;Small_fish;750;481;776;534;
12492;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0223.png;10;Small_fish;789;450;815;502;
12543;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0223.png;12;Small_fish;539;517;588;542;
12671;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0223.png;15;Small_fish;734;449;752;506;
12870;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0223.png;19;Small_fish;765;392;837;429;
19121;2019-02-22_22-22-06to2019-02-22_22-22-14_1-0065.png;14;Fish;509;348;759;538;
93;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0096.png;21;Starfish;592;382;638;418;
242;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0096.png;23;Crab;539;264;573;294;
354;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0096.png;24;Crab;379;307;414;337;
466;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0096.png;25;Crab;479;289;507;309;
578;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0096.png;26;Crab;634;397;655;420;
24789;2019-03-20_05-40-25to2019-03-20_05-40-33_1-0093.png;6;Jellyfish;392;0;417;21;
25547;2019-03-20_06-47-19to2019-03-20_06-47-29_1-0151.png;13;Starfish;422;396;473;441;
21416;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0063.png;41;Crab;666;415;715;448;
21497;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0063.png;42;Crab;104;257;322;494;
15141;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0047.png;16;Fish;424;0;475;27;
21421;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0068.png;41;Crab;666;415;715;446;
21502;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0068.png;42;Crab;108;363;325;539;
6203;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0025.png;1;Small_fish;27;332;77;346;
6295;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0025.png;2;Small_fish;0;260;14;274;
6499;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0025.png;10;Starfish;417;462;476;530;
6640;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0025.png;12;Crab;557;476;597;506;
24982;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0074.png;7;Crab;379;307;430;331;
25101;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0074.png;8;Jellyfish;86;523;120;539;
18729;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0115.png;13;Crab;479;441;553;505;
18903;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0115.png;14;Fish;459;380;500;433;
21685;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0133.png;22;Crab;487;439;531;470;
21824;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0133.png;23;Crab;543;334;588;369;
21963;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0133.png;24;Crab;475;296;503;313;
4645;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0150.png;8;Starfish;432;462;474;520;
21170;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0107.png;26;Starfish;414;512;479;539;
21315;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0107.png;28;Crab;471;293;522;333;
7223;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;1;Starfish;398;476;469;534;
7523;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;3;Crab;598;425;641;455;
7829;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;5;Small_fish;13;376;74;391;
8043;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;6;Small_fish;41;409;92;426;
8195;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;7;Small_fish;15;385;77;407;
8415;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;9;Small_fish;31;324;100;357;
8597;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;11;Small_fish;0;442;37;459;
8754;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;12;Small_fish;0;472;57;498;
8838;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;16;Small_fish;0;306;40;358;
8966;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0173.png;19;Small_fish;0;432;27;444;
25273;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0064.png;15;Jellyfish;347;34;392;62;
25345;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0064.png;16;Starfish;434;292;474;328;
22790;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0067.png;3;Starfish;577;495;645;539;
22791;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0067.png;4;Starfish;590;449;656;502;
22891;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0067.png;5;Starfish;550;446;598;505;
22965;2019-03-19_19-56-16to2019-03-19_19-56-24_1-0067.png;7;Crab;364;487;508;538;
4895;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0107.png;3;Starfish;399;435;465;513;
5011;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0107.png;4;Crab;594;411;619;435;
5041;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0107.png;5;Crab;640;451;689;494;
5212;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0107.png;6;Shrimp;411;311;504;375;
15274;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0180.png;16;Fish;240;210;287;239;
15753;2019-03-19_11-42-56to2019-03-19_11-43-14_1-0190.png;24;Fish;346;85;699;307;
18426;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0091.png;2;Starfish;554;411;647;530;
18566;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0091.png;4;Fish;270;419;458;515;
17295;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0353.png;19;Fish;414;196;574;271;
21612;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0060.png;22;Crab;487;439;531;470;
21751;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0060.png;23;Crab;531;335;578;368;
21890;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0060.png;24;Crab;488;289;518;306;
21628;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0076.png;22;Crab;487;439;531;470;
21767;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0076.png;23;Crab;539;334;588;372;
21906;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0076.png;24;Crab;484;290;514;307;
20364;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0020.png;2;Crab;597;462;631;500;
22026;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0057.png;37;Crab;563;415;596;443;
22141;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0057.png;38;Crab;523;418;554;444;
22235;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0057.png;39;Crab;681;406;732;438;
5551;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0100.png;45;Small_fish;514;467;634;502;
5625;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0100.png;48;Small_fish;317;513;383;539;
5668;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0100.png;49;Small_fish;514;517;673;539;
24606;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0064.png;1;Starfish;699;437;794;514;
24694;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0064.png;2;Jellyfish;180;239;219;277;
20386;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0042.png;2;Crab;593;454;626;489;
18468;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0136.png;2;Starfish;554;411;630;528;
18611;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0136.png;4;Fish;834;475;936;539;
16195;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0224.png;7;Fish;473;438;749;538;
23620;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0029.png;14;Crab;495;463;522;494;
23782;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0029.png;15;Crab;635;514;694;539;
17148;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0206.png;19;Fish;425;250;801;516;
15384;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0013.png;12;Crab;602;488;683;539;
11853;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0156.png;3;Starfish;431;459;475;505;
11983;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0156.png;6;Small_fish;483;491;594;529;
2853;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0180.png;20;Small_fish;577;320;606;395;
3054;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0180.png;21;Crab;655;450;685;483;
3264;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0180.png;22;Crab;597;484;650;519;
3457;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0180.png;23;Crab;557;423;587;445;
3517;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0180.png;25;Crab;428;351;463;375;
3563;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0180.png;26;Crab;703;507;739;538;
4301;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0014.png;10;Starfish;431;460;476;522;
4407;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0014.png;11;Small_fish;285;193;334;235;
23991;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0009.png;18;Starfish;443;117;470;144;
23992;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0009.png;19;Starfish;456;82;501;105;
5547;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0096.png;45;Small_fish;477;458;585;499;
5621;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0096.png;48;Small_fish;297;518;382;539;
5664;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0096.png;49;Small_fish;489;512;644;539;
3631;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0024.png;33;Small_fish;520;185;542;201;
3993;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0024.png;43;Starfish;546;487;613;539;
19605;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0058.png;17;Fish;25;434;203;538;
6040;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0037.png;1;Starfish;553;484;629;539;
1215;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0046.png;28;Small_fish;1;253;49;291;
1351;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0046.png;29;Small_fish;340;410;362;426;
1532;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0046.png;30;Small_fish;545;525;584;537;
1672;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0046.png;32;Small_fish;528;445;556;469;
2047;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0075.png;19;Fish;579;393;645;428;
15159;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0065.png;16;Fish;390;26;460;84;
18253;2019-02-22_22-22-16to2019-02-22_22-22-27_1-0043.png;15;Fish;88;527;134;539;
15190;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0096.png;16;Fish;331;128;408;180;
16079;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0080.png;6;Fish;108;280;224;341;
19384;2019-02-20_19-18-56to2019-02-20_19-19-06_1-0092.png;25;Fish;259;35;337;93;
25291;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0010.png;16;Starfish;434;292;474;328;
18418;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0083.png;2;Starfish;554;411;647;530;
18558;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0083.png;4;Fish;163;428;337;508;
18735;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0121.png;13;Crab;475;442;546;504;
18909;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0121.png;14;Fish;454;384;494;435;
21082;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0019.png;26;Starfish;414;512;479;539;
21227;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0019.png;28;Crab;443;313;488;348;
5730;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0005.png;55;Starfish;557;488;614;539;
11024;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0034.png;1;Small_fish;255;517;322;540;
16922;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0032.png;30;Starfish;526;457;638;539;
17340;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0398.png;19;Fish;0;269;74;319;
11819;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0122.png;3;Starfish;431;459;475;505;
23309;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0170.png;13;Crab;618;466;679;500;
6890;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;1;Small_fish;58;360;129;411;
6922;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;2;Small_fish;141;422;216;469;
6958;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;3;Small_fish;0;448;37;481;
6969;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;5;Small_fish;5;459;53;487;
6986;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;6;Small_fish;60;476;132;507;
6999;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;7;Small_fish;115;511;173;535;
7028;2019-03-19_17-01-23to2019-03-19_17-01-32_1-0064.png;9;Small_fish;150;494;212;536;
4217;2019-02-20_19-01-02to2019-02-20_19-01-13_1-0056.png;1;Small_fish;2;495;72;536;
9710;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;12;Small_fish;283;364;393;423;
9711;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;14;Small_fish;232;358;358;400;
9712;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;16;Small_fish;349;324;489;370;
9713;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;18;Small_fish;486;410;624;472;
9714;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;19;Small_fish;194;438;305;480;
9715;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;2;Small_fish;384;448;503;479;
9716;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;20;Small_fish;245;460;331;515;
9717;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;21;Small_fish;137;482;246;539;
9718;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;23;Small_fish;409;511;534;551;
9719;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;24;Small_fish;262;503;361;534;
9720;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;3;Small_fish;363;469;491;508;
9721;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;4;Small_fish;150;391;259;452;
9722;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0116.png;9;Small_fish;406;391;525;447;
11812;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0115.png;3;Starfish;431;459;475;505;
19240;2019-03-20_23-30-18to2019-03-20_23-30-28_1-0096.png;5;Fish;496;334;610;406;
16281;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0101.png;25;Fish;622;224;744;274;
24972;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0064.png;7;Crab;381;308;432;332;
25091;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0064.png;8;Jellyfish;83;392;111;431;
21111;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0048.png;26;Starfish;414;512;479;539;
21256;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0048.png;28;Crab;450;298;504;334;
20344;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0162.png;1;Crab;196;248;228;265;
20506;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0162.png;2;Crab;590;436;624;464;
16002;2019-02-20_19-43-37to2019-02-20_19-43-46_1-0049.png;9;Fish;1;384;74;446;
23368;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0039.png;8;Starfish;540;477;636;539;
23499;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0039.png;9;Crab;498;471;554;512;
7315;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0265.png;1;Starfish;399;482;470;535;
7615;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0265.png;3;Crab;598;419;636;445;
8287;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0265.png;7;Small_fish;0;393;25;405;
8689;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0265.png;11;Small_fish;0;490;38;506;
8930;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0265.png;16;Small_fish;0;423;36;445;
9058;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0265.png;19;Small_fish;0;458;44;476;
24577;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0035.png;1;Starfish;699;437;794;514;
17217;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0275.png;19;Fish;837;439;945;539;
9846;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;12;Small_fish;279;355;390;399;
9847;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;14;Small_fish;201;282;314;361;
9848;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;16;Small_fish;320;243;452;310;
9849;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;18;Small_fish;458;382;587;438;
9850;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;19;Small_fish;165;374;286;427;
9851;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;2;Small_fish;378;406;464;448;
9852;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;20;Small_fish;229;399;329;467;
9853;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;21;Small_fish;100;453;220;506;
9854;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;23;Small_fish;331;426;452;516;
9855;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;24;Small_fish;252;448;343;500;
9856;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;25;Small_fish;117;448;260;530;
9857;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;27;Small_fish;201;516;283;541;
9858;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;3;Small_fish;357;347;484;430;
9859;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;31;Small_fish;387;508;431;540;
9860;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0126.png;4;Small_fish;153;336;247;423;
15379;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0008.png;12;Crab;602;486;685;539;
15367;2019-03-06_22-04-39to2019-03-06_22-04-49_1-0111.png;20;Fish;603;0;655;28;
4237;2019-02-20_19-01-02to2019-02-20_19-01-13_1-0076.png;1;Small_fish;51;500;132;539;
18502;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0170.png;2;Starfish;554;411;630;528;
20376;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0032.png;2;Crab;597;459;629;495;
11817;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0120.png;3;Starfish;431;459;475;505;
17182;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0240.png;19;Fish;557;372;830;539;
19318;2019-03-21_03-22-18to2019-03-21_03-22-29_1-0114.png;10;Fish;2;185;168;423;
23600;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0009.png;14;Crab;495;463;522;494;
24663;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0122.png;1;Starfish;699;437;794;514;
24734;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0122.png;3;Jellyfish;541;453;554;471;
9214;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;11;Small_fish;142;456;203;554;
9215;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;13;Small_fish;30;367;103;468;
9216;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;14;Small_fish;3;311;62;397;
9217;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;17;Small_fish;0;449;38;513;
9218;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;2;Small_fish;157;405;258;470;
9219;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;7;Small_fish;53;406;116;516;
9220;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;8;Small_fish;92;267;156;379;
9221;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0063.png;9;Small_fish;1;183;75;310;
2098;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0004.png;15;Starfish;504;453;533;475;
2282;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0004.png;17;Crab;434;442;469;483;
2392;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0004.png;18;Crab;556;498;591;538;
2500;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0004.png;19;Crab;663;511;702;539;
2612;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0004.png;20;Crab;727;506;784;539;
16998;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0108.png;30;Starfish;526;457;638;539;
2816;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0143.png;20;Small_fish;496;366;534;459;
3017;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0143.png;21;Crab;660;454;689;487;
3227;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0143.png;22;Crab;591;477;644;512;
3430;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0143.png;23;Crab;525;416;562;438;
3479;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0143.png;25;Crab;422;355;457;379;
18764;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0150.png;13;Crab;450;453;525;512;
18938;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0150.png;14;Fish;421;400;464;449;
20584;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0079.png;33;Crab;690;371;733;399;
20749;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0079.png;34;Crab;744;363;775;391;
20913;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0079.png;35;Crab;738;493;777;527;
19393;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0057.png;6;Fish;631;411;719;478;
19419;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0065.png;6;Fish;620;409;714;477;
5233;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0008.png;14;Starfish;407;502;481;539;
25379;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0098.png;16;Starfish;434;292;474;328;
10701;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;16;Small_fish;283;322;365;398;
10702;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;18;Small_fish;443;399;538;459;
10703;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;23;Small_fish;193;408;290;506;
10704;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;24;Small_fish;338;330;421;398;
10705;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;25;Small_fish;232;504;305;575;
10706;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;26;Small_fish;193;334;285;412;
10707;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;27;Small_fish;302;490;389;563;
10708;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;28;Small_fish;206;439;243;478;
10709;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;29;Small_fish;314;464;392;523;
10710;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;3;Small_fish;373;366;471;453;
10711;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;34;Small_fish;279;399;349;466;
10712;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;35;Small_fish;434;477;517;536;
10713;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;39;Small_fish;486;425;562;482;
10714;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0179.png;4;Small_fish;225;336;301;435;
5962;2019-02-20_19-40-26to2019-02-20_19-40-35_1-0064.png;2;Small_fish;75;229;108;292;
21457;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0104.png;41;Crab;666;415;715;447;
2013;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0041.png;19;Fish;478;419;545;454;
23735;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0144.png;14;Crab;495;463;522;494;
23897;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0144.png;15;Crab;654;441;704;493;
6121;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0118.png;1;Starfish;553;484;629;539;
17321;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0379.png;19;Fish;187;211;296;258;
725;2019-03-21_01-41-04to2019-03-21_01-41-16_1-0151.png;12;Fish;259;497;312;539;
11586;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0050.png;1;Small_fish;242;477;390;535;
11612;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0050.png;2;Small_fish;83;492;186;522;
11632;2019-03-19_17-02-04to2019-03-19_17-02-12_1-0050.png;3;Small_fish;309;518;409;551;
25278;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0069.png;15;Jellyfish;417;9;464;33;
25350;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0069.png;16;Starfish;434;292;474;328;
5725;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0157.png;54;Small_fish;709;449;847;539;
5872;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0157.png;55;Starfish;558;491;608;538;
7237;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;1;Starfish;399;475;470;533;
7537;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;3;Crab;599;423;642;453;
7843;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;5;Small_fish;0;388;34;402;
8057;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;6;Small_fish;23;408;82;425;
8209;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;7;Small_fish;0;368;51;385;
8429;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;9;Small_fish;32;306;99;335;
8611;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;11;Small_fish;0;428;37;445;
8768;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;12;Small_fish;0;451;58;469;
8852;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;16;Small_fish;29;275;83;310;
8980;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;19;Small_fish;0;408;24;422;
9073;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0187.png;20;Small_fish;9;181;32;236;
7092;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0042.png;1;Starfish;398;477;469;535;
7392;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0042.png;3;Crab;585;442;622;470;
7673;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0042.png;4;Small_fish;0;472;32;488;
7698;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0042.png;5;Small_fish;89;408;120;442;
19245;2019-03-20_23-30-18to2019-03-20_23-30-28_1-0101.png;5;Fish;543;324;638;387;
19715;2019-03-06_22-01-00to2019-03-06_22-01-09_1-0018.png;32;Crab;674;408;714;429;
23689;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0098.png;14;Crab;495;463;522;494;
23851;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0098.png;15;Crab;647;462;706;508;
4283;2019-02-20_19-01-02to2019-02-20_19-01-13_1-0122.png;1;Small_fish;146;511;228;539;
